id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
109442071,2022-03-25 10:33:03,2022-03-25,2022-03-25 10:33:03 UTC,UTC,5448878,manu_defossez,2022-03-25 09:34:27 UTC,2022-05-05 18:47:30 UTC,casual,,https://www.inaturalist.org/observations/109442071,https://static.inaturalist.org/photos/184457357/medium.jpeg,,"",Jardin botanique fribourg ,1,0,true,2,"Fribourg, Suisse",46.79323042,7.15587558,9,,,,9,,,false,,,Euphorbia resinifera,Euphorbia resinifera,,Plantae,337712
109442139,2022/03/25 9:35 AM UTC,2022-03-25,2022-03-25 09:35:00 UTC,UTC,1378031,pmallard,2022-03-25 09:36:55 UTC,2022-05-18 09:11:33 UTC,casual,CC0,https://www.inaturalist.org/observations/109442139,https://inaturalist-open-data.s3.amazonaws.com/photos/184457413/medium.jpeg,,"","",0,0,true,,"Fribourg, Suisse",46.7930983215,7.1556696784,2,,,,2,,,false,,,Haworthia cymbiformis cymbiformis,Haworthia cymbiformis cymbiformis,,Plantae,428832
110378623,2022/04/04 9:52 AM CEST,2022-04-04,2022-04-04 07:52:00 UTC,Paris,1378031,pmallard,2022-04-04 07:55:28 UTC,2022-05-18 09:11:33 UTC,casual,CC0,https://www.inaturalist.org/observations/110378623,https://inaturalist-open-data.s3.amazonaws.com/photos/186192013/medium.jpeg,,"",,2,0,true,,"Fribourg, Suisse",46.7930894751,7.1557462381,1,,,,1,,,false,,,Echeveria elegans,Echeveria elegans,,Plantae,206749
110378951,2022/04/04 10:01 AM CEST,2022-04-04,2022-04-04 08:01:00 UTC,Paris,1378031,pmallard,2022-04-04 08:04:00 UTC,2022-05-18 09:11:33 UTC,casual,CC0,https://www.inaturalist.org/observations/110378951,https://inaturalist-open-data.s3.amazonaws.com/photos/186192533/medium.jpeg,,"",,0,0,true,,"Fribourg, Suisse",46.7931329705,7.1556416098,1,,,,1,,,false,,,Oscularia deltoides,Oscularia deltoides,,Plantae,60102
110379056,2022/04/04 10:05 AM CEST,2022-04-04,2022-04-04 08:05:00 UTC,Paris,1378031,pmallard,2022-04-04 08:06:50 UTC,2022-05-18 09:11:33 UTC,casual,CC0,https://www.inaturalist.org/observations/110379056,https://inaturalist-open-data.s3.amazonaws.com/photos/186192776/medium.jpeg,,"","",0,0,true,,"Fribourg, Suisse",46.792997472,7.156600292,,,,,,,,false,,,Leonurus cardiaca,Leonurus cardiaca,agripaume,Plantae,56171
110379127,2022/04/04 10:07 AM CEST,2022-04-04,2022-04-04 08:07:00 UTC,Paris,1378031,pmallard,2022-04-04 08:09:14 UTC,2022-05-18 09:11:33 UTC,casual,CC0,https://www.inaturalist.org/observations/110379127,https://inaturalist-open-data.s3.amazonaws.com/photos/186193009/medium.jpeg,,"",,0,0,true,,"Fribourg, Suisse",46.7930116913,7.1566172633,1,,,,1,,open,false,,,Ephedra distachya helvetica,Ephedra distachya helvetica,Ephèdre de Suisse,Plantae,340439
110560140,2022-04-06 10:04:20,2022-04-06,2022-04-06 08:04:20 UTC,Zurich,5367650,edouardbruelhart,2022-04-06 08:52:23 UTC,2022-04-06 10:16:43 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/110560140,https://inaturalist-open-data.s3.amazonaws.com/photos/186526029/medium.jpeg,,"",,1,0,true,2,"Fribourg, Suisse",46.7930857303,7.155725956,3,,,,3,,,false,gps,gps,Echeveria elegans,Echeveria elegans,,Plantae,206749
110561024,2022-04-06 09:57:56,2022-04-06,2022-04-06 07:57:56 UTC,Zurich,5367650,edouardbruelhart,2022-04-06 09:23:00 UTC,2022-04-06 09:23:20 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/110561024,https://inaturalist-open-data.s3.amazonaws.com/photos/186527978/medium.jpeg,,"",,0,0,true,2,"Fribourg, Suisse",46.7930074565,7.1566043794,3,,,,3,,,false,gps,gps,agripaume,Leonurus cardiaca,agripaume,Plantae,56171
110561094,2022-04-06 10:00:53,2022-04-06,2022-04-06 08:00:53 UTC,Zurich,5367650,edouardbruelhart,2022-04-06 09:25:00 UTC,2022-04-06 10:07:19 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/110561094,https://inaturalist-open-data.s3.amazonaws.com/photos/186528090/medium.jpeg,,"",,1,0,true,2,"Fribourg, Suisse",46.793010211,7.1566047147,3,,,,3,,open,false,gps,gps,Schweizer Meerträubchen,Ephedra distachya helvetica,Ephèdre de Suisse,Plantae,340439
110561169,2022-04-06 10:08:20,2022-04-06,2022-04-06 08:08:20 UTC,Paris,5367650,edouardbruelhart,2022-04-06 09:26:50 UTC,2022-04-06 09:39:32 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/110561169,https://inaturalist-open-data.s3.amazonaws.com/photos/186528195/medium.jpeg,,"",,0,0,true,2,"Fribourg, Suisse",46.7931353113,7.1556428075,4,,,,4,,,false,gps,gps,Deltoid-leaved Dewplant,Oscularia deltoides,,Plantae,60102
111308148,2022/04/13 4:30 PM CEST,2022-04-13,2022-04-13 14:30:00 UTC,Paris,5509038,carolavelti,2022-04-13 14:35:10 UTC,2022-04-13 14:41:27 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111308148,https://inaturalist-open-data.s3.amazonaws.com/photos/187889420/medium.jpeg,,"","",0,0,true,,"Friburgo, Svizzera",46.7930194444,7.1565638889,4,,,,4,,,false,,,Aglio Orsino,Allium ursinum,Ail des ours,Plantae,56152
111309381,2022/04/13 3:55 PM CEST,2022-04-13,2022-04-13 13:55:00 UTC,Paris,5509038,carolavelti,2022-04-13 14:48:02 UTC,2022-04-13 14:48:02 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111309381,https://inaturalist-open-data.s3.amazonaws.com/photos/187891553/medium.jpeg,,"",,0,0,true,,"Friburgo, Svizzera",46.7930361111,7.1564833333,5,,,,5,,open,false,,,Lavanda Officinale,Lavandula angustifolia,Lavande officinale,Plantae,133395
111310606,2022-04-13 16:47:32,2022-04-13,2022-04-13 14:47:32 UTC,Zurich,5508885,gloria_l,2022-04-13 14:59:53 UTC,2022-04-13 15:00:15 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111310606,https://static.inaturalist.org/photos/187893832/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7930009722,7.156752,,,,,,,,false,gps,gps,Salvia moscatella,Salvia sclarea,Sauge sclarée,Plantae,168396
111311388,2022-04-13 16:46:55,2022-04-13,2022-04-13 14:46:55 UTC,Zurich,5508885,gloria_l,2022-04-13 15:07:56 UTC,2022-04-13 15:08:18 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111311388,https://static.inaturalist.org/photos/187895120/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.79298,7.156785,,,,,,,open,false,gps,gps,Salvia,Salvia officinalis,Sauge officinale,Plantae,51738
111311826,2022-04-13 16:46:24,2022-04-13,2022-04-13 14:46:24 UTC,Zurich,5508885,gloria_l,2022-04-13 15:12:57 UTC,2022-05-15 14:35:13 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111311826,https://static.inaturalist.org/photos/187895931/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7929779722,7.1567579722,,,,,,,,false,gps,gps,Silver Sage,Salvia argentea,,Plantae,168374
111311938,2022-04-13 16:45:22,2022-04-13,2022-04-13 14:45:22 UTC,Zurich,5508885,gloria_l,2022-04-13 15:14:21 UTC,2022-04-13 15:14:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111311938,https://static.inaturalist.org/photos/187896157/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7930119722,7.1567639722,,,,,,,open,false,gps,gps,Salvia,Salvia officinalis,Sauge officinale,Plantae,51738
111312071,2022-04-13 16:44:02,2022-04-13,2022-04-13 14:44:02 UTC,Zurich,5508885,gloria_l,2022-04-13 15:15:06 UTC,2022-04-13 15:15:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312071,https://static.inaturalist.org/photos/187896259/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7929419722,7.1567759722,,,,,,,,false,gps,gps,Creeping Sage,Salvia scabra,,Plantae,593708
111312224,2022-04-13 16:43:03,2022-04-13,2022-04-13 14:43:03 UTC,Zurich,5508885,gloria_l,2022-04-13 15:17:00 UTC,2022-04-13 15:19:48 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312224,https://static.inaturalist.org/photos/187896513/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7929379722,7.1567679722,,,,,,,,false,gps,gps,Salvia candidissima,Salvia candidissima,,Plantae,513850
111312445,2022-04-13 16:21:20,2022-04-13,2022-04-13 14:21:20 UTC,Paris,5505943,ola_abdelrahman,2022-04-13 15:18:57 UTC,2022-04-13 15:24:57 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312445,https://static.inaturalist.org/photos/187896844/medium.jpeg,,"",,0,0,true,2,Switzerland,46.7762019389,7.0065593507,,,,,26967,,obscured,true,,,saintpaulia ionantha,Streptocarpus ionanthus,,Plantae,927983
111312539,2022-04-13 16:41:27,2022-04-13,2022-04-13 14:41:27 UTC,Zurich,5508885,gloria_l,2022-04-13 15:19:51 UTC,2022-04-13 15:20:14 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312539,https://static.inaturalist.org/photos/187896994/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.792962,7.156723,,,,,,,,false,gps,gps,Salvia palaestina,Salvia palaestina,,Plantae,559392
111312601,2022-04-13 16:40:38,2022-04-13,2022-04-13 14:40:38 UTC,Zurich,5508885,gloria_l,2022-04-13 15:20:31 UTC,2022-04-13 15:20:53 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312601,https://inaturalist-open-data.s3.amazonaws.com/photos/187897093/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.792963,7.1567259722,,,,,,,,false,gps,gps,Salvia interrupta,Salvia interrupta,,Plantae,1186783
111312692,2022-04-13 16:38:29,2022-04-13,2022-04-13 14:38:29 UTC,Zurich,5508885,gloria_l,2022-04-13 15:21:34 UTC,2022-04-13 15:21:58 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312692,https://inaturalist-open-data.s3.amazonaws.com/photos/187897243/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7929559722,7.156773,,,,,,,,false,gps,gps,Salvia przewalskii,Salvia przewalskii,,Plantae,821033
111312745,2022-04-13 16:36:41,2022-04-13,2022-04-13 14:36:41 UTC,Zurich,5508885,gloria_l,2022-04-13 15:22:19 UTC,2022-04-13 15:22:41 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312745,https://inaturalist-open-data.s3.amazonaws.com/photos/187897360/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7928939722,7.15671,,,,,,,,false,gps,gps,Himalayan Yellow Sage,Salvia nubicola,,Plantae,464687
111312848,2022-04-13 16:34:59,2022-04-13,2022-04-13 14:34:59 UTC,Zurich,5508885,gloria_l,2022-04-13 15:23:40 UTC,2022-04-13 15:24:01 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312848,https://inaturalist-open-data.s3.amazonaws.com/photos/187897559/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7928679722,7.1566879722,,,,,,,,false,gps,gps,Salvia verticillata verticillata,Salvia verticillata verticillata,,Plantae,1003649
111312939,2022-04-13 16:33:16,2022-04-13,2022-04-13 14:33:16 UTC,Zurich,5508885,gloria_l,2022-04-13 15:24:35 UTC,2022-04-13 15:24:59 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111312939,https://inaturalist-open-data.s3.amazonaws.com/photos/187897689/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.792805,7.1566109722,,,,,,,,false,gps,gps,red sage,Salvia miltiorrhiza,,Plantae,715830
111313011,2022-04-13 16:29:26,2022-04-13,2022-04-13 14:29:26 UTC,Zurich,5508885,gloria_l,2022-04-13 15:25:29 UTC,2022-04-13 15:25:51 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111313011,https://inaturalist-open-data.s3.amazonaws.com/photos/187897813/medium.jpeg,,"",,0,0,true,2,"Friburgo, Svizzera",46.7929639722,7.1565739722,,,,,,,open,false,gps,gps,Salvia,Salvia officinalis,Sauge officinale,Plantae,51738
111315673,2022-04-13 16:22:53,2022-04-13,2022-04-13 14:22:53 UTC,Zurich,5505943,ola_abdelrahman,2022-04-13 15:55:58 UTC,2022-04-14 15:25:48 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111315673,https://inaturalist-open-data.s3.amazonaws.com/photos/187902849/medium.jpeg,,"","",0,0,true,2,"Fribourg, Switzerland",46.7932527778,7.1551916667,,,,,,,,false,gps,gps,Saintpaulia grotei,Saintpaulia grotei,,Plantae,133946
111315856,2022-04-13 16:25:32,2022-04-13,2022-04-13 14:25:32 UTC,Zurich,5505943,ola_abdelrahman,2022-04-13 15:57:33 UTC,2022-04-13 15:57:53 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111315856,https://inaturalist-open-data.s3.amazonaws.com/photos/187903129/medium.jpeg,,"",,0,0,true,2,"Fribourg, Switzerland",46.7933333333,7.154925,,,,,,,,false,gps,gps,Streptocarpus sp.,Streptocarpus,,Plantae,343506
111316105,2022-04-13 16:27:31,2022-04-13,2022-04-13 14:27:31 UTC,Zurich,5505943,ola_abdelrahman,2022-04-13 15:59:31 UTC,2022-04-13 16:00:00 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111316105,https://inaturalist-open-data.s3.amazonaws.com/photos/187903522/medium.jpeg,,"",,0,0,true,2,"Fribourg, Switzerland",46.7932555556,7.1551777778,,,,,,,,false,gps,gps,Kohleria hirsuta,Kohleria hirsuta,,Plantae,336057
111316329,2022-04-13 16:29:53,2022-04-13,2022-04-13 14:29:53 UTC,Paris,5505943,ola_abdelrahman,2022-04-13 16:01:41 UTC,2022-04-13 16:04:53 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111316329,https://inaturalist-open-data.s3.amazonaws.com/photos/187903916/medium.jpeg,,"",,0,0,true,2,"Fribourg, Switzerland",46.7933222222,7.1549583333,,,,,,,,false,,,Streptocarpus sp.,Streptocarpus,,Plantae,343506
111316572,2022-04-13 16:33:46,2022-04-13,2022-04-13 14:33:46 UTC,Zurich,5505943,ola_abdelrahman,2022-04-13 16:03:54 UTC,2022-04-13 16:04:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111316572,https://inaturalist-open-data.s3.amazonaws.com/photos/187904273/medium.jpeg,,"",,0,0,true,2,"Fribourg, Switzerland",46.793325,7.1549583333,,,,,,,open,false,gps,gps,Streptocarpus caulescens,Streptocarpus caulescens,,Plantae,443983
111316921,2022-04-13 16:36:39,2022-04-13,2022-04-13 14:36:39 UTC,Zurich,5505943,ola_abdelrahman,2022-04-13 16:06:50 UTC,2022-04-13 16:07:06 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111316921,https://inaturalist-open-data.s3.amazonaws.com/photos/187904741/medium.jpeg,,"",,0,0,true,2,"Fribourg, Switzerland",46.7933194444,7.1549583333,,,,,,,,false,gps,gps,Columnea hirta,Columnea hirta,,Plantae,291311
111317283,2022-04-13 16:38:23,2022-04-13,2022-04-13 14:38:23 UTC,Paris,5505943,ola_abdelrahman,2022-04-13 16:10:53 UTC,2022-04-13 16:12:45 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/111317283,https://inaturalist-open-data.s3.amazonaws.com/photos/187905499/medium.jpeg,,"",,0,0,true,2,"Fribourg, Switzerland",46.7933222222,7.1549916667,,,,,,,,false,,,Columnea microcalyx,Columnea microcalyx,,Plantae,627980
112068555,2022/04/19 10:32 AM CEST,2022-04-19,2022-04-19 08:32:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 18:33:22 UTC,2022-04-19 18:33:22 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112068555,https://inaturalist-open-data.s3.amazonaws.com/photos/189265693/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79271172,7.155959371,,,,,,,,false,,,Physalis peruviana,Physalis peruviana,,Plantae,51988
112069907,2022/04/19 10:39 AM CEST,2022-04-19,2022-04-19 08:39:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 18:44:51 UTC,2022-04-19 18:44:51 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112069907,https://inaturalist-open-data.s3.amazonaws.com/photos/189267698/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79270976,7.155948693,,,,,,,,false,,,Payena leerii,Payena leerii,,Plantae,1377067
112070439,2022/04/19 10:45 AM CEST,2022-04-19,2022-04-19 08:45:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 18:49:00 UTC,2022-04-19 18:49:00 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112070439,https://inaturalist-open-data.s3.amazonaws.com/photos/189269071/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79271303,7.155941926,,,,,,,,false,,,Caoutchouc,Ficus elastica,Caoutchouc,Plantae,126507
112070816,2022/04/19 10:47 AM CEST,2022-04-19,2022-04-19 08:47:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 18:52:19 UTC,2022-04-19 18:52:19 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112070816,https://inaturalist-open-data.s3.amazonaws.com/photos/189269784/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79270744,7.155945049,,,,,,,open,false,,,Carludovica palmata,Carludovica palmata,,Plantae,120240
112071078,2022/04/19 10:54 AM CEST,2022-04-19,2022-04-19 08:54:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 18:55:01 UTC,2022-04-19 18:55:01 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112071078,https://inaturalist-open-data.s3.amazonaws.com/photos/189270269/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79270856,7.155930699,,,,,,,,false,,,Abutilon grandifolium,Abutilon grandifolium,,Plantae,157839
112079118,2022/04/19 11:01 AM CEST,2022-04-19,2022-04-19 09:01:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 20:09:16 UTC,2022-04-19 20:09:16 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112079118,https://inaturalist-open-data.s3.amazonaws.com/photos/189272161/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79270098,7.155904174,,,,,,,open,false,,,Calebasse,Crescentia cujete,calebasse,Plantae,161121
112079119,2022/04/19 11:10 AM CEST,2022-04-19,2022-04-19 09:10:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 20:09:17 UTC,2022-04-19 20:09:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112079119,https://inaturalist-open-data.s3.amazonaws.com/photos/189272738/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79269729,7.155902633,,,,,,,open,false,,,Purau,Hibiscus tiliaceus,Purau,Plantae,62868
112079120,2022/04/19 11:05 AM CEST,2022-04-19,2022-04-19 09:05:00 UTC,Paris,5367650,edouardbruelhart,2022-04-19 20:09:17 UTC,2022-04-19 20:09:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112079120,https://inaturalist-open-data.s3.amazonaws.com/photos/189272547/medium.jpg,,"",,0,0,true,,Switzerland,46.6037641965,7.0856748951,,,,,26967,,obscured,true,,,Khaya du Sénégal,Khaya senegalensis,Khaya du Sénégal,Plantae,359078
